purchase_date,purchase_price,quantity,total_price,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,product_category,employee_department,transaction_id,customer_id,product_id,employee_id
3/4/2017,885.89,389,5583.34,debit card,558 Jackson Trail,Kuala Lumpur,KUL,Malaysia,50782,Food - Nuts,Training,8328,557,82,99
9/14/2015,793.35,884,2061.93,credit card,2398 Green Point,Stupino,,Russia,142806,Food - Salads,Product Management,8329,469,3,31
1/2/2023,578.7,227,8038.11,PayPal,9 Prairie Rose Terrace,Mardzad,,Mongolia,,Kitchen,Services,8330,715,93,45
5/7/2024,77.79,895,7876.5,credit card,7 Sunbrook Center,Gävle,X,Sweden,801 84,Toys,Engineering,8331,804,16,97
9/10/2004,824.37,249,2333.79,cash,683 Continental Pass,Xinsheng,,China,,Kitchen,Product Management,8332,402,28,42
1/10/2022,814.68,141,2104.65,cash,9887 Shoshone Street,Cibetung Dua,,Indonesia,,Kitchen,Training,8333,273,8,70
9/26/2017,195.12,565,1590.73,credit card,25914 Milwaukee Circle,Khallat Ḩamāmah,,Palestinian Territory,,Food - Snacks,Product Management,8334,131,53,4
9/25/2004,916.66,773,1602.3,credit card,7 Killdeer Terrace,Struga,,Macedonia,6330,Kitchen,Training,8335,131,54,48
1/2/2000,861.96,448,822.09,debit card,80 Pierstorff Road,Barra Bonita,,Brazil,17340-000,Footwear,Support,8336,81,29,15
5/10/2001,358.76,552,2666.04,PayPal,14335 Gerald Circle,Tekeli,,Kazakhstan,,Fitness,Training,8337,548,92,5
4/8/2020,624.03,660,1970.99,PayPal,7 Hayes Street,Yangmingbu,,China,,Food - Produce,Research and Development,8338,19,62,98
10/21/2024,795.8,17,588.27,credit card,836 Petterle Avenue,Patea,,New Zealand,4545,Food - Snacks,Human Resources,8339,479,23,59
10/31/2009,638.6,747,6105.18,cash,6980 Kipling Avenue,Lazaro Cardenas,COA,Mexico,29755,Home,Marketing,8340,214,93,60
1/26/2012,158.92,40,72.76,credit card,8912 Tony Way,Valencia,,Philippines,6306,Safety,Sales,8341,799,34,65
6/27/2025,114.67,72,7944.48,credit card,9782 Loomis Drive,Carolina,,South Africa,1185,Health,Product Management,8342,458,73,66
7/1/2003,612.87,559,9086.77,PayPal,260 Mallory Lane,Hägersten,AB,Sweden,126 36,Food - Meats,Business Development,8343,30,69,83
3/26/2014,425.33,491,5970.89,cash,252 Waxwing Way,Criciúma,,Brazil,88800-000,Books,Support,8344,638,87,58
12/12/2002,975.43,209,6848.0,PayPal,54428 Scoville Hill,Al Jamālīyah,,Egypt,,Home,Product Management,8345,951,25,89
4/26/2007,119.02,168,1200.1,PayPal,5597 Hooker Crossing,Salām Khēl,,Afghanistan,,Food - Frozen Foods,Marketing,8346,120,52,34
9/4/2014,321.03,481,7498.34,credit card,09 Tennyson Street,Darma,,Indonesia,,Food - Vegetables,Training,8347,219,82,90
1/31/2025,373.29,281,3077.25,PayPal,31886 Kings Alley,Werang,,Indonesia,,Food - Beverages,Support,8348,438,59,28
5/4/2016,660.23,514,9366.21,debit card,7 Drewry Road,Northern Suburbs Mc,NSW,Australia,1694,Food - Grains,Business Development,8349,882,90,87
7/31/2011,692.16,670,1890.93,debit card,386 Leroy Way,Zhangpu,,China,,Home,Business Development,8350,669,63,96
8/2/2012,156.58,424,3264.22,debit card,8 Amoth Junction,Congonhas,,Brazil,36415-000,Food - Fresh Produce,Human Resources,8351,699,88,43
8/4/2006,937.59,395,1345.12,debit card,5155 Lawn Pass,Chengzhong,,China,,Food - Produce,Sales,8352,102,34,60
1/16/2016,15.36,879,5611.86,credit card,06195 Daystar Trail,Phra Nakhon Si Ayutthaya,,Thailand,13120,Fitness,Business Development,8353,234,84,70
3/1/2002,708.16,254,3697.57,cash,7 Kenwood Place,La Garenne-Colombes,A8,France,92959 CEDEX,Garden,Legal,8354,862,22,44
7/27/2004,608.9,736,4804.3,credit card,507 Luster Drive,Tembang,,Indonesia,,Clothing - Tops,Research and Development,8355,210,16,75
4/28/2022,325.69,748,6809.93,debit card,116 Summerview Circle,Dadian,,China,,Electronics,Business Development,8356,952,15,98
1/22/2012,59.79,38,6414.88,PayPal,081 Northfield Terrace,Jambean,,Indonesia,,Health,Legal,8357,916,68,99
11/18/2022,61.34,730,4514.52,cash,92889 Graedel Circle,Stykkishólmur,,Iceland,340,Kitchen,Legal,8358,830,83,1
6/19/2002,624.71,144,8784.22,debit card,1 Havey Terrace,Xiaoyangqi,,China,,Office,Support,8359,379,35,32
11/17/2011,382.47,731,1454.27,credit card,74 Commercial Trail,Hrádek,,Czech Republic,739 97,Food - Salads,Product Management,8360,84,33,8
7/2/2009,901.69,683,4678.73,PayPal,36854 Hauk Park,Bugarama,,Tanzania,,Pets,Marketing,8361,992,52,43
11/8/2013,690.19,570,7634.68,credit card,11289 Randy Hill,Aleksandrovac,,Serbia,,Home,Accounting,8362,305,37,63
3/30/2025,323.54,688,2752.62,PayPal,56391 Fieldstone Terrace,Sagasa,,Philippines,9611,Food - Produce,Sales,8363,660,36,30
11/5/2023,812.82,82,5828.88,credit card,8 Golf Course Way,Bilozerka,,Ukraine,,Fitness,Business Development,8364,411,31,30
2/27/2013,925.85,734,8451.13,PayPal,798 Declaration Center,Prengtale,,Indonesia,,Food - Snacks,Training,8365,243,63,77
10/17/2008,445.36,646,5486.12,debit card,2 Becker Park,Buenavista,,Philippines,8601,Food - Breakfast Foods,Accounting,8366,575,24,35
5/9/2006,241.21,632,4611.63,cash,96 Little Fleur Crossing,Fuwah,,Egypt,,Home,Legal,8367,755,29,74
9/13/2014,509.82,304,9419.2,credit card,7 Pierstorff Avenue,Sacramento,CA,United States,94291,Books,Legal,8368,928,25,72
2/13/2017,719.29,609,3675.08,credit card,4306 Muir Drive,Jinbi,,China,,Kitchen,Product Management,8369,393,56,86
4/15/2022,813.44,581,714.08,credit card,50 Buell Drive,Thị Trấn Mù Cang Chải,,Vietnam,,Accessories,Sales,8370,665,28,93
3/11/2004,856.34,243,6051.94,PayPal,2377 Lakeland Alley,Shizuoka-shi,,Japan,424-0888,Home,Accounting,8371,382,62,37
9/5/2024,11.17,136,9474.87,debit card,9125 Chinook Hill,Chezhan,,China,,Electronics,Human Resources,8372,272,86,63
1/13/2014,601.31,849,9629.04,cash,66 Granby Street,Oripää,,Finland,32500,Kitchen,Research and Development,8373,430,83,6
4/3/2000,914.38,62,9059.82,PayPal,131 Morningstar Terrace,Nanxi,,China,,Food - Frozen Foods,Legal,8374,102,97,67
3/15/2001,507.05,941,3647.91,PayPal,0 Chinook Parkway,Cedar Rapids,IA,United States,52405,Food - Condiments,Support,8375,615,4,11
6/9/2021,545.18,747,795.38,credit card,34 Logan Parkway,Shalinskoye,,Russia,663510,Food - Canned Goods,Marketing,8376,34,45,2
6/22/2018,705.24,55,7020.68,cash,204 Hanson Road,Huainan,,China,,Food - Seafood,Sales,8377,173,33,98
3/4/2002,54.61,960,9223.53,cash,70 Meadow Valley Pass,Dobra,,Poland,72-210,Food - Frozen Fruits,Engineering,8378,793,80,54
4/17/2007,626.92,116,1469.89,PayPal,0198 Straubel Way,Safonovo,,Russia,184621,Electronics,Human Resources,8379,367,94,78
7/19/2007,586.24,129,9446.13,PayPal,8 Burning Wood Lane,Cirahab,,Indonesia,,Outdoor,Human Resources,8380,346,53,36
7/30/2021,15.42,66,5084.22,cash,5611 Bonner Hill,Koani Ndogo,,Tanzania,,Food - Condiments,Legal,8381,29,36,11
12/5/2008,639.32,704,8539.15,debit card,9 Transport Court,Airuk,,Marshall Islands,96960,Outdoor,Legal,8382,146,61,66
10/23/2011,483.16,111,3463.16,cash,4 Westport Road,Räpina,,Estonia,,Automotive,Sales,8383,90,12,91
10/21/2000,732.55,612,8702.8,debit card,2 Messerschmidt Junction,Aki,,Japan,742-2807,Pets,Services,8384,704,7,84
1/3/2005,589.97,107,9432.8,credit card,751 Butterfield Terrace,Humaitá,,Brazil,98670-000,Food - Bakery,Training,8385,696,88,39
12/26/2022,137.8,952,4740.84,credit card,754 Gina Pass,Liqiao,,China,,Fitness,Human Resources,8386,738,84,100
8/25/2000,839.61,525,7342.13,debit card,6 Elgar Trail,Jacksonville,FL,United States,32236,Garden,Human Resources,8387,289,3,50
3/29/2010,419.88,442,864.89,cash,15624 Lyons Crossing,Hankha,,Thailand,17130,Food - Baking Goods,Business Development,8388,658,69,45
9/15/2019,344.24,242,9224.99,credit card,18233 Pankratz Place,Kadyy,,Russia,157980,Food - Prepared Foods,Training,8389,303,32,37
9/24/2020,418.01,854,6674.86,PayPal,3 Meadow Valley Circle,Perez,,Philippines,4334,Garden,Accounting,8390,442,6,82
3/24/2008,637.92,49,8847.42,credit card,61970 Dwight Terrace,Lynchburg,VA,United States,24515,Food - Dairy,Human Resources,8391,185,83,63
8/2/2008,201.5,374,321.97,cash,9 North Trail,Emmeloord,16,Netherlands,8304,Office,Services,8392,757,38,11
2/1/2021,644.0,670,1566.71,debit card,5556 Eastlawn Place,Nanyo,,Philippines,2508,Office,Product Management,8393,195,25,60
4/10/2020,774.85,119,783.91,debit card,06960 Surrey Parkway,Santa Rita,,Brazil,58300-000,Food - Pasta,Accounting,8394,237,95,80
1/28/2001,737.81,629,9513.72,PayPal,5 Summer Ridge Place,Pivijay,,Colombia,477058,Home,Training,8395,181,66,58
5/14/2014,205.45,491,1818.34,cash,662 Anthes Lane,Sankoutang,,China,,Fitness,Accounting,8396,668,49,12
9/18/2001,940.06,602,7093.12,cash,3713 Farmco Center,Maba,,China,,Home,Sales,8397,169,42,70
11/17/2010,162.56,896,5719.62,debit card,288 Sutteridge Lane,Goúvai,,Greece,,Kitchen,Business Development,8398,420,92,5
5/25/2006,82.93,847,1599.39,PayPal,3445 Sugar Park,Changping,,China,,Food - Meat,Support,8399,156,86,12
5/27/2001,994.57,521,728.39,debit card,2330 Pond Hill,Las Mesas,,Venezuela,,Travel,Services,8400,869,54,100
9/23/2000,246.89,116,3858.78,debit card,82487 Anhalt Crossing,La Curva,,Philippines,1235,Outdoor,Accounting,8401,342,30,40
7/10/2004,214.15,912,7484.21,cash,18 Coleman Parkway,Waco,TX,United States,76705,Fitness,Product Management,8402,745,12,69
12/9/2011,251.46,696,6630.59,credit card,918 Rusk Way,Beisijiazi,,China,,Food - Breakfast,Support,8403,577,29,54
8/25/2010,671.42,263,8812.38,debit card,2080 Main Lane,Žlutava,,Czech Republic,763 61,Garden,Legal,8404,828,16,48
4/11/2007,991.35,831,7643.98,debit card,0 Annamark Trail,Kigoma,,Tanzania,,Kitchen,Sales,8405,183,33,12
4/15/2016,804.99,552,120.92,debit card,5 Dovetail Hill,Borås,O,Sweden,504 67,Accessories,Product Management,8406,268,90,42
11/11/2017,974.87,679,2502.01,debit card,79347 Wayridge Court,Harrisburg,PA,United States,17110,Food - Baking,Research and Development,8407,885,38,69
8/23/2024,691.5,747,620.25,PayPal,4412 Schmedeman Way,Levoberezhnaya,,Russia,141707,Food - Frozen Foods,Human Resources,8408,381,11,96
5/18/2003,385.55,258,6860.78,cash,3818 Mallard Terrace,Bayan Tuohai,,China,,Fitness,Services,8409,525,45,5
2/18/2025,504.57,667,8893.6,debit card,6846 Manitowish Avenue,San Isidro,,Philippines,8421,Food - Marinades,Business Development,8410,535,12,55
6/19/2024,118.42,293,3928.48,PayPal,9056 Harper Point,Guanting,,China,,Food - Salads,Marketing,8411,724,31,11
2/9/2025,17.19,207,6168.82,debit card,10743 Pearson Crossing,Xiayang,,China,,Clothing - Outerwear,Research and Development,8412,279,3,29
11/13/2002,963.44,562,31.6,credit card,183 Muir Circle,Lijiazui,,China,,Food - Snacks,Product Management,8413,506,22,9
11/17/2013,871.99,418,4320.14,credit card,0 Ludington Street,Merida,,Philippines,6540,Food - Condiments,Human Resources,8414,715,87,25
6/10/2012,159.49,352,3636.81,credit card,1 Esker Way,Al Fuwayliq,,Saudi Arabia,,Food - Snacks,Sales,8415,710,99,38
3/9/2025,714.5,513,8719.81,debit card,8 Thackeray Trail,Lombog,,Philippines,6812,Food - Canned Goods,Accounting,8416,866,28,73
8/14/2011,76.34,65,651.8,PayPal,91 Comanche Park,Bayramaly,,Turkmenistan,,Clothing,Support,8417,561,85,10
2/4/2020,840.94,696,3137.49,debit card,290 Tony Circle,Skrunda,,Latvia,,Food - Frozen Foods,Sales,8418,834,12,22
11/26/2021,655.92,670,5319.55,cash,936 Namekagon Parkway,Barguzin,,Russia,671610,Food - Confectionery,Sales,8419,334,19,10
4/4/2002,630.99,444,5191.6,credit card,38 Carberry Circle,Paipa,,Colombia,150449,Office,Human Resources,8420,499,48,52
9/9/2017,804.41,855,283.98,debit card,3642 Pond Trail,Las Matas de Farfán,,Dominican Republic,11114,Food - Snacks,Marketing,8421,820,99,93
5/17/2001,350.92,987,182.86,PayPal,489 Vermont Center,Nusaherang,,Indonesia,,Office,Research and Development,8422,957,39,46
9/23/2023,412.76,903,5876.08,debit card,0821 Merrick Road,Zhangqing,,China,,Tools,Research and Development,8423,84,35,53
3/31/2014,60.4,94,2164.23,credit card,836 Eagan Crossing,Dongbatu,,China,,Clothing - Tops,Product Management,8424,292,51,66
6/19/2012,26.62,672,1327.25,credit card,2 Laurel Street,Rendui,,China,,Fitness,Marketing,8425,198,36,51
10/12/2014,691.52,157,188.28,cash,0373 Commercial Drive,Nevel’,,Russia,182520,Office,Legal,8426,512,96,12
3/24/2000,259.21,248,1504.98,debit card,0 Judy Point,Alak,,Indonesia,,Health,Research and Development,8427,214,47,26
11/20/2010,58.31,160,8810.1,PayPal,38 Sachtjen Trail,Mikun’,,Russia,169060,Fitness,Marketing,8428,317,79,9
1/14/2005,403.23,434,3128.05,credit card,30 Logan Road,Mātli,,Pakistan,72011,Food - Beverages,Business Development,8429,178,23,25
5/28/2005,809.65,297,6917.53,PayPal,3 Eastlawn Alley,Berlin,BE,Germany,10715,Food - Pasta,Accounting,8430,268,65,82
10/12/2019,379.66,325,2754.06,credit card,2870 Almo Alley,Timezgana,,Morocco,,Food - Sauces,Business Development,8431,859,52,3
6/10/2015,84.03,61,2491.19,debit card,392 Nelson Plaza,Volokolamsk,,Russia,215107,Pets,Research and Development,8432,7,30,81
7/28/2011,878.9,643,8585.49,cash,2891 Russell Hill,Bajiazi,,China,,Kitchen,Research and Development,8433,322,68,91
4/18/2009,748.08,635,788.16,debit card,79220 Vermont Hill,Argungu,,Nigeria,,Food - Health/Protein,Services,8434,681,76,6
9/12/2025,976.88,748,5573.41,debit card,28275 Texas Avenue,La Sabana,,Honduras,,Pets,Marketing,8435,180,97,33
11/13/2015,537.3,212,5822.5,credit card,906 Jenifer Hill,Engel’s,,Russia,413146,Kitchen,Research and Development,8436,852,31,67
10/30/2011,373.17,762,2699.72,debit card,196 Knutson Plaza,Telsiai,,Lithuania,87001,Kitchen,Research and Development,8437,460,35,59
6/21/2020,742.19,225,5846.07,debit card,44940 Londonderry Junction,Mamoudzou,,Mayotte,97680,Food - Snacks,Marketing,8438,107,28,34
10/23/2008,272.97,257,1338.62,credit card,6883 Ridgeway Center,Kakogawachō-honmachi,,Japan,676-0828,Food - Sauces,Business Development,8439,155,31,49
12/25/2009,128.57,354,7349.38,PayPal,894 Arizona Court,San Vicente,,Costa Rica,11401,Food - Prepared Meals,Support,8440,851,47,63
3/18/2013,563.02,664,1296.93,cash,4 Reinke Parkway,Utan,,Indonesia,,Clothing - Tops,Research and Development,8441,466,73,23
11/1/2023,924.92,452,8437.42,debit card,18204 Lake View Court,Ningyuan,,China,,Clothing - Tops,Sales,8442,97,5,25
1/31/2021,255.28,468,8935.7,debit card,8273 Dahle Way,Lavras,,Brazil,37200-000,Kitchen,Human Resources,8443,852,50,34
7/19/2005,76.72,792,3567.18,debit card,3736 Brickson Park Pass,Krenggan,,Indonesia,,Food - Meat,Research and Development,8444,982,90,46
9/23/2024,265.78,585,4643.11,PayPal,7483 Jana Crossing,Bronx,NY,United States,10464,Food - Produce,Services,8445,733,88,74
1/20/2022,737.57,145,7031.11,debit card,0 Briar Crest Terrace,Hołoby,,Ukraine,,Food - Frozen Foods,Engineering,8446,963,98,95
8/7/2025,864.7,611,5222.55,credit card,10 Vahlen Circle,Suwon-si,,South Korea,,Clothing - Shirts,Marketing,8447,405,74,69
1/8/2007,973.44,471,5077.4,debit card,2 Claremont Alley,Şanā’,,Yemen,,Kitchen,Business Development,8448,963,12,84
10/10/2012,855.32,192,4388.97,cash,506 Mosinee Avenue,Quxia,,China,,Toys,Training,8449,201,28,65
5/22/2016,55.04,462,9313.2,credit card,27 Fremont Pass,Ekazhevo,,Russia,386150,Kitchen,Training,8450,544,21,69
1/16/2014,54.71,692,2520.34,cash,164 Fremont Center,Shuanggang,,China,,Fitness,Human Resources,8451,511,21,64
10/26/2005,420.98,87,3733.7,PayPal,271 Cascade Circle,Saint-Jean-de-Luz,97,France,64504 CEDEX,Toys,Services,8452,89,11,30
7/27/2013,606.23,922,535.29,PayPal,78 Pine View Road,Зуунмод,,Mongolia,,Kitchen,Engineering,8453,114,81,34
1/10/2024,690.63,471,9118.23,credit card,91456 Glendale Park,Wringinputih,,Indonesia,,Tools,Legal,8454,185,15,38
9/29/2005,569.93,630,6501.02,credit card,44 Judy Park,Passos,,Brazil,37900-000,Clothing - Activewear,Human Resources,8455,61,13,28
6/20/2019,673.5,559,2166.39,PayPal,066 Barby Avenue,Biting,,Indonesia,,Electronics,Legal,8456,433,32,22
6/30/2023,929.27,802,1641.38,debit card,07 Morrow Alley,Tiedonglu,,China,,Food - Snacks,Services,8457,541,15,60
8/4/2003,995.94,5,5701.31,PayPal,37270 Canary Place,Mozdok,,Russia,363759,Food - Frozen Foods,Accounting,8458,639,20,5
9/24/2019,825.92,542,406.66,debit card,2531 Bartillon Crossing,Uuemõisa,,Estonia,,Smart Home,Human Resources,8459,535,35,66
9/22/2021,229.69,92,3479.65,cash,98 Chive Drive,Ciechanowiec,,Poland,18-230,Home,Human Resources,8460,89,17,68
12/5/2012,333.05,699,1725.19,cash,1834 Lakewood Gardens Alley,Mamfe,,Cameroon,,Clothing - Outerwear,Support,8461,760,19,53
9/2/2004,877.35,921,4400.16,credit card,870 Village Green Center,Santa Rosa,NLE,Mexico,67803,Food - Confectionery,Training,8462,608,32,45
1/29/2021,68.93,220,9612.7,credit card,55 Vahlen Plaza,Changshengqiao,,China,,Toys,Human Resources,8463,149,31,67
9/2/2024,821.98,765,7569.4,cash,07900 Corscot Plaza,Molde,15,Norway,6413,Food - Canned Goods,Human Resources,8464,676,64,2
1/17/2009,804.21,997,5371.21,debit card,97 Glacier Hill Road,Masebewa,,Indonesia,,Travel,Research and Development,8465,82,76,66
6/10/2015,885.1,459,1117.73,cash,04312 Colorado Hill,Antas,11,Portugal,2630-224,Food - Snacks,Business Development,8466,371,6,27
11/29/2017,477.21,857,2697.6,debit card,7 Bartelt Hill,Kalkal Barat,,Indonesia,,Clothing - Accessories,Research and Development,8467,489,91,100
10/20/2012,615.29,292,3675.64,debit card,07120 Summit Parkway,Évreux,A7,France,27929 CEDEX 9,Food - Condiments,Accounting,8468,142,14,50
7/20/2010,692.76,476,9363.72,cash,140 Parkside Lane,Sa'dah,,Yemen,,Food - Snacks,Accounting,8469,837,87,98
8/5/2009,266.22,839,8411.93,debit card,93659 Blue Bill Park Avenue,Luokou,,China,,Outdoor,Training,8470,44,12,54
3/15/2007,23.18,671,5814.13,debit card,7 Rigney Court,Krong Pi Nang,,Thailand,86220,Food - Produce,Engineering,8471,559,25,53
5/9/2016,150.15,348,9839.87,cash,545 Rigney Alley,Patpata Segundo,,Philippines,3604,Food - Beverages,Research and Development,8472,809,40,7
10/31/2006,434.03,225,4817.48,PayPal,5 Ruskin Hill,El Paso,TX,United States,88530,Food - Frozen,Marketing,8473,164,86,34
8/21/2010,221.74,357,7526.4,cash,276 Michigan Way,Chiba,,China,,Smart Home,Marketing,8474,776,46,88
9/23/2009,382.43,872,2300.43,cash,2 Blue Bill Park Road,Chatou,,China,,Outdoor,Human Resources,8475,893,81,30
10/12/2018,319.78,7,7390.46,PayPal,26 Sherman Way,Tashang,,China,,Beauty,Accounting,8476,221,57,5
2/8/2013,930.94,390,5798.28,credit card,9594 Golden Leaf Lane,Áno Merá,,Greece,,Food - Marinades,Engineering,8477,800,73,51
12/18/2016,127.44,136,2542.89,credit card,7 Schiller Way,Padangtiji,,Indonesia,,Outdoor,Training,8478,828,5,53
3/21/2018,630.19,24,4362.39,debit card,0 Meadow Valley Hill,Hongor,,Mongolia,,Fitness,Human Resources,8479,313,47,5
4/30/2000,498.04,963,1989.7,cash,9236 Susan Street,Picassinos,10,Portugal,2430-418,Food - Prepared Foods,Human Resources,8480,555,76,32
1/21/2007,778.63,366,3686.08,debit card,7269 Red Cloud Drive,Rive-de-Gier,B9,France,42809 CEDEX,Travel,Services,8481,935,52,41
5/31/2015,445.74,581,3531.33,cash,326 Norway Maple Place,Pasargunung,,Indonesia,,Food - Dairy,Business Development,8482,801,20,4
9/2/2014,108.43,329,1133.91,debit card,7190 Shelley Alley,Karagay,,Russia,617210,Food - Snacks,Training,8483,248,57,98
1/7/2003,900.46,261,8413.61,debit card,364 Schmedeman Trail,Heping,,China,,Clothing - Footwear,Research and Development,8484,816,66,1
1/3/2008,869.98,152,5906.28,PayPal,3 Hansons Junction,Jatisari,,Indonesia,,Kitchen,Product Management,8485,558,81,66
5/31/2017,505.33,427,5398.23,debit card,61664 Stone Corner Plaza,Velké Losiny,,Czech Republic,788 15,Food - Baking,Marketing,8486,453,35,59
7/26/2014,973.59,504,6061.13,PayPal,0 Vidon Lane,Durham,NC,United States,27705,Outdoor,Legal,8487,60,4,66
11/18/2013,968.26,129,3957.63,credit card,889 Crowley Trail,Guéret,B1,France,23016 CEDEX,Automotive,Business Development,8488,407,48,60
2/15/2013,751.28,697,3707.8,PayPal,7934 Orin Lane,Vaudreuil-Dorion,QC,Canada,J7W,Pets,Support,8489,297,99,18
4/13/2025,979.14,952,1864.01,credit card,1 Calypso Court,Caen,99,France,14018 CEDEX 2,Food - Beverages,Business Development,8490,181,76,10
7/17/2024,530.62,542,122.0,credit card,939 Pawling Center,Aldeia da Mata,12,Portugal,7430-015,Home,Engineering,8491,896,71,17
4/19/2024,311.05,90,5158.56,PayPal,546 Pine View Court,Al Marsá,,Tunisia,,Food - Bakery,Services,8492,219,65,16
8/17/2019,284.15,770,4641.09,cash,365 Loomis Way,Leeuwarden,02,Netherlands,8934,Food - Canned Goods,Human Resources,8493,459,77,49
10/27/2023,367.31,454,6367.18,PayPal,83 Barnett Parkway,Gading,,Indonesia,,Food - Canned Soups,Legal,8494,869,31,15
10/29/2024,364.75,789,5831.06,cash,04 Vernon Avenue,Merklín,,Czech Republic,334 52,Food - Frozen Fruits,Product Management,8495,192,78,80
8/21/2009,464.39,989,2123.24,credit card,020 Mcbride Center,La Palma,MEX,Mexico,52600,Kitchen,Support,8496,765,2,47
9/17/2002,623.28,331,5365.05,PayPal,09 Warbler Court,Fradelos,03,Portugal,4705-676,Food - Condiments,Accounting,8497,804,30,66
8/17/2019,949.1,283,6958.46,debit card,51062 Eggendart Parkway,Mikrókampos,,Greece,,Food - Sides,Legal,8498,971,15,28
